Implementation_Order,New_Build_Rank,Next_Candidate_Rank,SKU_ID,Product,Product_Family,Implementation_Status,Mapped_Working_SKU,Decision_Tier,Priority_Score_0_100,Creation_Effort_1_5,Validation_Effort_1_5,Commercial_Risk_1_5,Trend_Score_0_100,Estimated_Market_Fit_1_5,Market_Evidence_Confidence_1_5,Strategy_Fit_1_5,AM_Differentiation_1_5,Portfolio_Leverage_1_5,Digital_First_Fit_1_5,Economics_1_5,Source_IDs,Scoring_Rationale,Next_Action,Scored_On,Scoring_Version,Score_Status
398,364,,SKU-071,Wall-mounted tablet/phone holder,Phone/tablet stands & passive docks,NOT_STARTED,,3 LATER,67.5,3,4,3,90.0,4,2,4,5,4,2,3,S03; S05; S09; S11; S19,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 3/5, validation effort 4/5 and commercial risk 3/5.",Keep in the research backlog until higher tiers are resolved. Proposed gate: Define approved wall/fastener combinations,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
399,366,,SKU-364,Snap blossom living-hinge petal fidget,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,3 LATER,66.8,2,4,2,83.0,3,2,4,3,4,5,3,S94; S95,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 2/5.","Keep in the research backlog until higher tiers are resolved. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
400,367,,SKU-368,Ammonite packing tray tile puzzle,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,3 LATER,66.8,2,3,2,76.0,3,2,4,3,4,4,2,S100; S97,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Keep in the research backlog until higher tiers are resolved. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
401,368,,SKU-061,Headset and controller combo tower,"Headphone, controller & VR stands",NOT_STARTED,,3 LATER,65.8,3,3,2,85.0,4,2,3,5,3,2,3,S05; S11; S19,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 3/5, validation effort 3/5 and commercial risk 2/5.",Keep in the research backlog until higher tiers are resolved. Proposed gate: Optimize center of gravity and tool-free assembly,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
402,369,,SKU-062,VR headset and controller cradle,"Headphone, controller & VR stands",NOT_STARTED,,3 LATER,65.8,3,3,2,85.0,4,2,3,5,3,2,3,S05; S11; S19,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 3/5, validation effort 3/5 and commercial risk 2/5.",Keep in the research backlog until higher tiers are resolved. Proposed gate: Pilot with two current headset families,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
403,375,,SKU-358,Orbit bloom planetary petal sculpture,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,3 LATER,63.8,4,4,2,79.0,3,2,4,3,4,5,4,S94; S101,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 4/5, validation effort 4/5 and commercial risk 2/5.","Keep in the research backlog until higher tiers are resolved. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
404,376,,SKU-359,Trochoid spinner eccentric rotor fidget,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,3 LATER,63.8,4,4,2,76.0,3,2,4,3,4,5,4,S94; S101,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 4/5, validation effort 4/5 and commercial risk 2/5.","Keep in the research backlog until higher tiers are resolved. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
405,377,,SKU-361,Ripple cam wave crank sculpture,"AI-generated toys, fidgets & kinetic objects",NOT_STARTED,,3 LATER,63.8,4,4,2,76.0,3,2,4,3,4,5,4,S100; S97,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 4/5, validation effort 4/5 and commercial risk 2/5.","Keep in the research backlog until higher tiers are resolved. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one mechanism coupon at the intended clearance, run the 100-cycle actuation test, then decide the toy-safety route before any sale",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
406,378,,SKU-069,Decorative geometric wall-tile system,"3D wall art, reliefs & gallery panels",NOT_STARTED,,3 LATER,63.5,3,3,3,84.0,4,3,3,5,3,1,3,S01; S02; S03; S04; S11; S16,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 3/5, validation effort 3/5 and commercial risk 3/5.",Keep in the research backlog until higher tiers are resolved. Proposed gate: Define allowed installation zones and mounting kit,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
407,382,,SKU-076,Configurable board-game box insert,"Board-game inserts, card holders & dice towers",NOT_STARTED,,3 LATER,61.5,3,3,3,75.0,3,3,3,5,3,3,3,S01; S04; S11; S16,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 3/5, validation effort 3/5 and commercial risk 3/5.",Keep in the research backlog until higher tiers are resolved. Proposed gate: Build generic insert engine and IP review checklist,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
408,383,,SKU-077,Fold-flat modular dice tower,"Board-game inserts, card holders & dice towers",NOT_STARTED,,3 LATER,60.5,3,4,3,75.0,3,3,3,5,3,4,3,S01; S04; S11; S16,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 3/5, validation effort 4/5 and commercial risk 3/5.",Keep in the research backlog until higher tiers are resolved. Proposed gate: Prototype quiet and compact joint systems,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
409,285,,SKU-134,Charger-brick and lead travel pod,Travel and cable organization,NOT_STARTED,,4 HOLD / SPECIALIST,77.2,2,5,4,87.0,5,3,4,5,5,5,4,S31; S01; S11; S15; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 2/5, validation effort 5/5 and commercial risk 4/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Thermal and drop review with inert mass first; verify conspicuous unplugged-only instructions.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
410,353,,SKU-037,Soap dish with removable drain tray,Bathroom & shower organizers,NOT_STARTED,,4 HOLD / SPECIALIST,70.0,1,2,1,80.0,3,3,2,5,2,5,5,S07; S11; S19,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 1/5, validation effort 2/5 and commercial risk 1/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Create fast-print family with three sizes",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
411,361,,SKU-042,Sunglasses display rail,"Wall hooks, key holders & entry organizers",NOT_STARTED,,4 HOLD / SPECIALIST,67.8,2,2,2,89.0,4,3,2,5,2,4,4,S02; S05; S08; S11; S19,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Test with varied frame shapes and soft pads",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
412,365,,SKU-019,Dry sculptural statement vase,Vases & sculptural containers,NOT_STARTED,,4 HOLD / SPECIALIST,67.0,2,3,1,87.0,4,2,2,5,2,4,4,S02; S03; S11; S19,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Create three signature texture families",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
413,370,,SKU-142,Clip-on webcam privacy shutter,Passive device micro-accessories,NOT_STARTED,,4 HOLD / SPECIALIST,65.2,2,5,4,82.0,4,3,4,3,4,5,3,S31; S11; S19; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 5/5 and commercial risk 4/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Validate no indicator obstruction; scratch; heat or lid interference on one device family.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
414,371,,SKU-029,Glass-tube bud-vase holder,Vases & sculptural containers,NOT_STARTED,,4 HOLD / SPECIALIST,64.8,2,3,2,87.0,4,2,2,5,2,4,4,S02; S03; S11; S19,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Standardize two readily available tube sizes",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
415,372,,SKU-044,Ventilated orchid pot and cachepot,Planters & self-watering planters,NOT_STARTED,,4 HOLD / SPECIALIST,64.8,2,3,2,88.0,4,2,2,5,2,4,4,S02; S03; S11; S19; S20,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Test ventilation patterns with local orchid users",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
416,373,,SKU-184,Printer-maintenance parts tray,3D-printer workshop organization,NOT_STARTED,,4 HOLD / SPECIALIST,64.5,1,3,3,55.0,2,2,2,5,5,4,3,S09; S11; S19; S32,"Estimated market fit 2/5 with evidence confidence 2/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 3/5 and commercial risk 3/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Pilot one generic nozzle-change workflow using inert parts; review instructions separately.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
417,374,,SKU-182,Filament-swatch library drawer,3D-printer workshop organization,NOT_STARTED,,4 HOLD / SPECIALIST,64.0,1,1,1,48.0,3,2,2,3,2,4,3,S19; S22; S23; S30; S32,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 2/5; additive differentiation 3/5; portfolio leverage 2/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Define an original swatch/card interface and test CSV label generation.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
418,379,,SKU-039,Curtain-rail end stop or cap,Non-safety-critical replacement parts,NOT_STARTED,,4 HOLD / SPECIALIST,62.8,2,3,2,75.0,3,2,2,5,2,5,5,S10; S11; S16; S25; S29; S10; S29,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Create profile-photo measurement workflow",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
419,380,,SKU-056,Draining toothbrush and razor stand,Bathroom & shower organizers,NOT_STARTED,,4 HOLD / SPECIALIST,62.8,2,3,2,81.0,3,3,2,5,2,5,4,S07; S11; S19,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Validate drainage and cleaning instructions",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
420,381,,SKU-186,Print-quality coupon archive case,3D-printer workshop organization,NOT_STARTED,,4 HOLD / SPECIALIST,62.0,1,1,1,48.0,2,2,2,3,2,5,4,S11; S19; S22; S23; S30; S32,"Estimated market fit 2/5 with evidence confidence 2/5; strategy fit 2/5; additive differentiation 3/5; portfolio leverage 2/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Define one coupon/card schema and use it on three internal products.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
421,384,,SKU-188,Driver-bit inventory tray,Workshop tool organization,NOT_STARTED,,4 HOLD / SPECIALIST,60.5,1,4,3,75.0,3,3,2,5,2,5,4,S10; S29; S33; S11; S19; S32,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 1/5, validation effort 4/5 and commercial risk 3/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Test retention; label readability and removal with worn generic bits.",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
422,385,,SKU-041,Exact-fit medicine-cabinet organizer,Bathroom & shower organizers,NOT_STARTED,,4 HOLD / SPECIALIST,59.8,2,4,2,81.0,3,3,2,5,2,4,4,S07; S11; S19,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 2/5, validation effort 4/5 and commercial risk 2/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Reuse organizer engine with bathroom material rules",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
423,386,,SKU-054,Personalized key rail,"Wall hooks, key holders & entry organizers",NOT_STARTED,,4 HOLD / SPECIALIST,59.5,3,3,3,90.0,4,3,2,5,2,2,4,S02; S05; S08; S11; S19,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 3/5, validation effort 3/5 and commercial risk 3/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Define 1 kg and 3 kg tested variants",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
424,387,,SKU-067,Pegboard small-bin and label module,Modular pegboard & wall-storage ecosystems,NOT_STARTED,,4 HOLD / SPECIALIST,59.5,2,3,3,78.0,3,3,2,5,2,4,4,S08; S09; S11; S19,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 2/5, validation effort 3/5 and commercial risk 3/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Pilot with three bin sizes and label system",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
425,388,,SKU-048,Earbud charging-case protector,"Custom TPU cases, sleeves & bumpers",NOT_STARTED,,4 HOLD / SPECIALIST,58.8,3,4,2,80.0,3,3,2,5,2,4,5,S01; S11; S19; S30,"Estimated market fit 3/5 with evidence confidence 3/5; strategy fit 2/5; additive differentiation 5/5; portfolio leverage 2/5; creation effort 3/5, validation effort 4/5 and commercial risk 2/5.","Hold CAD until safety, rights, interface and specialist-test scope is cleared. Proposed gate: Create hinge-life and small-attachment test",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
