Record_Key,Record_Type,Record_ID,Parent_SKU_ID,Product,Product_Path,Purpose_or_Intended_Use,Purpose_Documented,Trend_Score_0_100,Priority_Score_0_100,Current_Preflight_Short,Complexity,Readiness,Criticality,Current_Lane,Wave,Advancement_Potential,Suggested_Target_R,Specific_Variant_IDs,Specific_Variant_Status,Bottleneck,Exact_Next_Evidence,Evidence_Boundary,Assessment_Status,Assessed_On,Register_Version
PRODUCT:art-decor/mm-dec-001-marble-tile,PRODUCT_DIRECTORY,MM-DEC-001,,Mm Dec 001 Marble Tile,products/art-decor/mm-dec-001-marble-tile,Develop a decorative marble-style tile or master together with printable negative-mold test geometry for casting experiments.,YES,,,C2 · R1 · K1 · Lane E · LOW_UNKNOWN,C2,R1,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:art-decor/mm-dec-002-roman-pillar,PRODUCT_DIRECTORY,MM-DEC-002,,Mm Dec 002 Roman Pillar,products/art-decor/mm-dec-002-roman-pillar,Provide a decorative Roman-column model and a printable two-part negative mold for casting trials.,YES,,,C3 · R1 · K2 · Lane E · LOW_UNKNOWN,C3,R1,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"stable current product revision; variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-001-alex-inventory-workplace-tray,PRODUCT_DIRECTORY,MM-SYS-001,,Inventory Workplace Tray — Alex Measurement Pilot,products/furniture-systems/mm-sys-001-alex-inventory-workplace-tray,removable asymmetric small-item tray for a desk drawer,YES,,,C2 · R1 · K1 · Lane E · LOW_UNKNOWN,C2,R1,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,R1 retained: exact ALEX article/revision and real drawer interface are not identified; the 209.3/210/210.7 mm gauges are digital artifacts without a recorded physical result or exact process.,Record the exact ALEX article/revision; measure the real drawer datums and uncertainty; pin the exact process; print the three width gauges; record the selected fit before changing the tray.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-002-bror-tool-shadow-tray,PRODUCT_DIRECTORY,MM-SYS-002,,Bror Tool Shadow Tray Measurement Pilot,products/furniture-systems/mm-sys-002-bror-tool-shadow-tray,removable recessed tool-layout tray for an adult workshop drawer,YES,,,C2 · R1 · K1 · Lane E · LOW_UNKNOWN,C2,R1,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set; measurable acceptance criteria; verification plan and physical result references",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile. Define measurable acceptance criteria and a minimal coupon/prototype test.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-003-pax-asymmetric-accessory-grid,PRODUCT_DIRECTORY,systemmoebel-top20-cad,,Mm Sys 003 Pax Asymmetric Accessory Grid,products/furniture-systems/mm-sys-003-pax-asymmetric-accessory-grid,Provide a parametric one-piece FDM concept for a asymmetric wardrobe accessory grid; the host-furniture interface remains provisional until measured and physically tested.,YES,,,C3 · R2 · K1 · Lane E · LOW_UNKNOWN,C3,R2,K1,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-004-billy-collection-riser,PRODUCT_DIRECTORY,systemmoebel-top20-cad,,Mm Sys 004 Billy Collection Riser,products/furniture-systems/mm-sys-004-billy-collection-riser,Provide a parametric one-piece FDM concept for a three-level collection riser; the host-furniture interface remains provisional until measured and physically tested.,YES,,,C3 · R2 · K2 · Lane E · LOW_UNKNOWN,C3,R2,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-005-bror-shadow-board-workflow-cluster,PRODUCT_DIRECTORY,systemmoebel-top20-cad,,Mm Sys 005 Bror Shadow Board Workflow Cluster,products/furniture-systems/mm-sys-005-bror-shadow-board-workflow-cluster,Provide a parametric one-piece FDM concept for a tool-holder workflow cluster; the host-furniture interface remains provisional until measured and physically tested.,YES,,,C3 · R2 · K1 · Lane E · LOW_UNKNOWN,C3,R2,K1,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-006-kallax-boardgame-matrix,PRODUCT_DIRECTORY,systemmoebel-top20-cad,,Mm Sys 006 Kallax Boardgame Matrix,products/furniture-systems/mm-sys-006-kallax-boardgame-matrix,Provide a parametric one-piece FDM concept for a vertical board-game library matrix; the host-furniture interface remains provisional until measured and physically tested.,YES,,,C3 · R2 · K1 · Lane E · LOW_UNKNOWN,C3,R2,K1,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-007-platsa-collection-cells,PRODUCT_DIRECTORY,systemmoebel-top20-cad,,Mm Sys 007 Platsa Collection Cells,products/furniture-systems/mm-sys-007-platsa-collection-cells,Provide a parametric one-piece FDM concept for a asymmetric collection cells; the host-furniture interface remains provisional until measured and physically tested.,YES,,,C3 · R2 · K1 · Lane E · LOW_UNKNOWN,C3,R2,K1,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-008-skadis-precision-tool-cluster,PRODUCT_DIRECTORY,systemmoebel-top20-cad,,Mm Sys 008 Skadis Precision Tool Cluster,products/furniture-systems/mm-sys-008-skadis-precision-tool-cluster,Provide a parametric one-piece FDM concept for a precision-tool workflow cluster; the host-furniture interface remains provisional until measured and physically tested.,YES,,,C3 · R2 · K1 · Lane E · LOW_UNKNOWN,C3,R2,K1,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-009-besta-passive-media-topology,PRODUCT_DIRECTORY,systemmoebel-top20-cad,,Mm Sys 009 Besta Passive Media Topology,products/furniture-systems/mm-sys-009-besta-passive-media-topology,Provide a parametric one-piece FDM concept for a ventilated passive media platform; the host-furniture interface remains provisional until measured and physically tested.,YES,,,C3 · R2 · K1 · Lane E · LOW_UNKNOWN,C3,R2,K1,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-010-omar-ventilated-shelf-deck,PRODUCT_DIRECTORY,systemmoebel-top20-cad,,Mm Sys 010 Omar Ventilated Shelf Deck,products/furniture-systems/mm-sys-010-omar-ventilated-shelf-deck,Provide a parametric one-piece FDM concept for a small-item-retaining wire-shelf overlay; the host-furniture interface remains provisional until measured and physically tested.,YES,,,C3 · R2 · K2 · Lane E · LOW_UNKNOWN,C3,R2,K2,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-011-boaxel-cleaning-accessory-dock,PRODUCT_DIRECTORY,systemmoebel-top20-cad,,Mm Sys 011 Boaxel Cleaning Accessory Dock,products/furniture-systems/mm-sys-011-boaxel-cleaning-accessory-dock,Provide a parametric one-piece FDM concept for a light cleaning-accessory docking rail; the host-furniture interface remains provisional until measured and physically tested.,YES,,,C3 · R2 · K1 · Lane E · LOW_UNKNOWN,C3,R2,K1,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
PRODUCT:furniture-systems/mm-sys-012-besta-controller-and-media-tray,PRODUCT_DIRECTORY,systemmoebel-top20-cad,,Mm Sys 012 Besta Controller And Media Tray,products/furniture-systems/mm-sys-012-besta-controller-and-media-tray,Provide a parametric one-piece FDM concept for a controller and media drawer tray; the host-furniture interface remains provisional until measured and physically tested.,YES,,,C3 · R2 · K1 · Lane E · LOW_UNKNOWN,C3,R2,K1,E,W3 CONTROLLED,MEDIUM,R3 NOMINAL DESIGN INPUTS,,CURRENT PRODUCT — CREATE A SEPARATE NAMED VARIANT IF SCOPE NARROWS,"variant-confirmed critical interface dimensions, tolerances, and uncertainty; complete printer/material/nozzle/orientation/process-profile set",Confirm the exact product/host variant and complete the primary interface contract. Record the exact manufacturing profile.,"Uses the live product preflight and purpose document. No R increase is assigned without the stated interface, process, dimensional or physical evidence.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
